Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,60472,1,1,54,70,54,54,54.0,0.0,70,70,70.0,0.0,2050,33,60472.0,0.0,60472,60472,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.53657891,16.53657891,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,32,0,0,0,0,0,1,54,1,70,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3359438,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,671887.6,943528.3997,2023876,55,1335562,667781.0,911240.0236,1312125,23437,3336064,1668032.0,503317.1926,2023931,1312133,0,0,0,0,104,112,0.893006509,0.893006509,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,104,0,0,0,0,0,3,0,3,0,29200,29,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4039087,5,1,117,41,45,0,23.4,21.96132965,41,41,41.0,0.0,39,1,807817.4,1793907.613,4016812,48,4039087,1009771.75,2004720.2,4016812,48,0,0.0,0.0,0,0,1,0,0,0,160,32,1.237903516,0.247580703,0,45,28.42857143,19.88179354,395.2857143,0,1,0,0,1,0,0,0,0,33.16666667,23.4,41.0,160,0,0,0,0,0,5,117,1,41,371,130,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,251018,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,47,7,251018.0,0.0,251018,251018,251018,251018.0,0.0,251018,251018,0,0.0,0.0,0,0,0,0,0,0,40,0,7.967556112,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,63722,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56701,20000339,1,11,6,66,6,6,6.0,0.0,6,6,6.0,0.0,3,0,1818212.636,2713829.699,10000000,999052,0,0.0,0.0,0,0,9999622,999962.2,321.0118724,1000102,999052,0,0,0,0,20,220,0.049999153,0.549990678,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,11,6.5,6.0,6.0,20,0,0,0,0,0,1,6,11,66,31,0,0,20,0.0,0.0,0,0,10000000.0,0.0,10000000,10000000,BENIGN
443,474624,14,20,732,24653,350,0,52.28571429,103.3585459,2920,0,1232.65,832.6613815,53484,71,14382.54545,38472.9484,206777,1,474580,36506.15385,58350.8053,206777,136,439182,23114.84211,72958.57669,318741,1,0,0,0,0,292,412,29.49703344,42.1386192,0,2920,725.2857143,863.0907038,744925.563,0,0,0,1,0,0,0,0,1,746.6176471,52.28571429,1232.65,292,0,0,0,0,0,14,732,20,24653,8192,131,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116559635,26,37,941,38303,211,0,36.19230769,60.82829554,1430,0,1035.216216,603.9948094,336,0,1879994.113,10300000.0,58100000,1,117000000,4662385.4,16100000.0,58100000,18,116000000,3235379.083,13500000.0,58200000,2,0,0,0,0,532,752,0.223061783,0.317434076,0,1430,613.1875,676.6826851,457899.4563,0,0,0,1,0,0,0,0,1,622.9206349,36.19230769,1035.216216,532,0,0,0,0,0,26,941,37,38303,8192,360,25,20,174647.5,123775.5065,262170,87125,58100000.0,81218.28489,58100000,58000000,BENIGN
80,105,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,114285,19047,105.0,0.0,105,105,105,105.0,0.0,105,105,0,0.0,0.0,0,0,0,0,0,0,40,0,19047.61905,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24343,1,1,81,209,81,81,81.0,0.0,209,209,209.0,0.0,11913,82,24343.0,0.0,24343,24343,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.07957113,41.07957113,81,209,123.6666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,185.5,81.0,209.0,20,0,0,0,0,0,1,81,1,209,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
139,13707,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,145,13707.0,0.0,13707,13707,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,72.95542424,72.95542424,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,65535,269,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24196,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,4380,82,24196.0,0.0,24196,24196,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.32914531,41.32914531,45,61,50.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,75.5,45.0,61.0,20,0,0,0,0,0,1,45,1,61,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59114,259,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,46332,7722,259.0,0.0,259,259,259,259.0,0.0,259,259,0,0.0,0.0,0,0,0,0,0,0,40,0,7722.007722,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,36,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,8214658,188,248,10130,443572,566,0,53.88297872,139.9306823,4380,0,1788.596774,835.174218,55230,53,18884.27126,238600.3507,4948394,0,3266261,17466.63636,43109.88206,248522,3,8104908,32813.39271,320228.7371,5001321,1,0,0,0,0,3772,4972,22.88591929,30.18993609,0,4380,1038.21968,1069.621123,1144089.346,0,0,0,1,0,0,0,0,1,1040.600917,53.88297872,1788.596774,3772,0,0,0,0,0,188,10130,248,443572,8192,399,187,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10125414,8,10,1340,5878,1001,0,167.5,344.1951274,1689,2,587.8,718.8006678,712,1,595612.5882,2423034.921,9998249,3,10100000,1444678.429,3771811.123,9998249,209,10100000,1121458.0,3333584.25,10000000,3,0,0,0,0,172,204,0.790091151,0.987613939,0,1689,379.8947368,597.0678255,356489.9883,0,0,0,1,0,0,0,0,1,401.0,167.5,587.8,172,0,0,0,0,0,8,1340,10,5878,8192,32032,7,20,114500.0,0.0,114500,114500,9998249.0,0.0,9998249,9998249,BENIGN
80,5974108,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,2,1,1194821.6,2629691.757,5898837,39,5974108,1991369.333,3383966.541,5898837,36266,36272,36272.0,0.0,36272,36272,0,0,0,0,104,64,0.669556024,0.334778012,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50116,11435,3,1,38,6,38,0,12.66666667,21.93931023,6,6,6.0,0.0,3847,349,3811.666667,6546.634581,11371,4,11435,5717.5,8080.109189,11431,4,0,0.0,0.0,0,0,0,0,0,0,96,20,262.3524268,87.45080892,0,38,8.8,16.52876281,273.2,0,0,0,0,1,0,0,0,0,11.0,12.66666667,6.0,96,0,0,0,0,0,3,38,1,6,349,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33522,1,1,1,6,0,6,6,6.0,0.0,0,0,0.0,0.0,6000000,2000000,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,1000000.0,1000000.0,0,6,4.0,3.464101615,12.0,1,0,0,0,1,0,0,0,1,6.0,6.0,0.0,20,0,0,0,0,0,1,6,1,0,0,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23286,1,1,60,115,60,60,60.0,0.0,115,115,115.0,0.0,7515,85,23286.0,0.0,23286,23286,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.94425835,42.94425835,60,115,78.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,117.5,60.0,115.0,32,0,0,0,0,0,1,60,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,80323492,2,2,85,117,46,39,42.5,4.949747468,62,55,58.5,4.949747468,2,0,26800000.0,46300000.0,80200000,25869,80300000,80300000.0,0.0,80300000,80300000,80300000,80300000.0,0.0,80300000,80300000,0,0,0,0,40,72,0.024899316,0.024899316,39,62,48.2,10.13410085,102.7,0,0,0,0,0,0,0,0,1,60.25,42.5,58.5,40,0,0,0,0,0,2,85,2,117,-1,-1,1,20,25869.0,0.0,25869,25869,80200000.0,0.0,80200000,80200000,BENIGN
443,252,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,257936,11904,126.0,108.8944443,203,49,252,126.0,108.8944443,203,49,0,0.0,0.0,0,0,0,0,0,0,60,0,11904.7619,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,3,65,0,0,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,218,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,55045,9174,218.0,0.0,218,218,218,218.0,0.0,218,218,0,0.0,0.0,0,0,0,0,0,0,40,0,9174.311927,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,68,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,264705,44117,34.0,21.21320344,49,19,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,14705.88235,29411.76471,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,1,6,2,12,16370,229,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
38490,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,2000000,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,0,0,349,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,227,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,1004405,17621,75.66666667,89.75707957,176,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,8810.572687,8810.572687,37,77,53.0,21.9089023,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,64,0,0,0,0,0,2,74,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53965,310,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,38709,6451,310.0,0.0,310,310,310,310.0,0.0,310,310,0,0.0,0.0,0,0,0,0,0,0,40,0,6451.612903,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,243,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50864,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,0,0,4988,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23712,2,2,76,160,38,38,38.0,0.0,80,80,80.0,0.0,9952,168,7904.0,13645.98084,23661,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,80,64,84.34547908,84.34547908,38,80,54.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,68.5,38.0,80.0,80,0,0,0,0,0,2,76,2,160,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,76752,1,1,45,107,45,45,45.0,0.0,107,107,107.0,0.0,1980,26,76752.0,0.0,76752,76752,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13.02897644,13.02897644,45,107,65.66666667,35.79571669,1281.333333,0,0,0,0,0,0,0,0,1,98.5,45.0,107.0,32,0,0,0,0,0,1,45,1,107,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117117750,13,12,609,4310,187,0,46.84615385,62.94818789,1460,0,359.1666667,572.7932886,42,0,4879906.25,16500000.0,58900000,4,117000000,9759812.5,22800000.0,59000000,49,117000000,10600000.0,23700000.0,59000000,4,0,0,0,0,280,252,0.1109994,0.102460985,0,1460,189.1923077,414.8476365,172098.5615,0,0,0,1,0,0,0,0,0,196.76,46.84615385,359.1666667,280,0,0,0,0,0,13,609,12,4310,29200,31,12,20,99500.5,60557.33185,142321,56680,58500000.0,692720.6937,58900000,58000000,BENIGN
53,167,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,1005988,23952,55.66666667,90.35670054,160,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,11976.0479,11976.0479,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,40,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,471,1,1,63,123,63,63,63.0,0.0,123,123,123.0,0.0,394904,4246,471.0,0.0,471,471,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2123.142251,2123.142251,63,123,83.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,124.5,63.0,123.0,20,0,0,0,0,0,1,63,1,123,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,63083498,7,2,169,92,46,0,24.14285714,23.19790631,46,46,46.0,0.0,4,0,7885437.25,20700000.0,59000000,4,63100000,10500000.0,23800000.0,59000000,4,59000000,59000000.0,0.0,59000000,59000000,1,0,0,0,224,64,0.110964043,0.031704012,0,46,30.7,21.68486415,470.2333333,0,1,0,0,1,0,0,0,0,34.11111111,24.14285714,46.0,224,0,0,0,0,0,7,169,2,92,376,447,3,32,36986.0,0.0,36986,36986,59000000.0,0.0,59000000,59000000,BENIGN
53,122880,2,2,66,274,33,33,33.0,0.0,137,137,137.0,0.0,2766,32,40960.0,70900.63735,122829,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,80,16.27604167,16.27604167,33,137,74.6,56.96314598,3244.8,0,0,0,0,0,0,0,0,1,93.25,33.0,137.0,40,0,0,0,0,0,2,66,2,274,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57121,48,2,1,37,6,31,6,18.5,17.67766953,6,6,6.0,0.0,895833,62500,24.0,0.0,24,24,48,48.0,0.0,48,48,0,0.0,0.0,0,0,1,0,0,0,40,20,41666.66667,20833.33333,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6.0,40,0,0,0,0,0,2,37,1,6,946,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1104,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,94202,1811,1104.0,0.0,1104,1104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,905.7971014,905.7971014,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,175,2,2,100,164,50,50,50.0,0.0,82,82,82.0,0.0,1508571,22857,58.33333333,61.15826464,124,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11428.57143,11428.57143,50,82,62.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,78.5,50.0,82.0,40,0,0,0,0,0,2,100,2,164,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,304,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,697368,13157,101.3333333,92.37604307,208,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,6578.947368,6578.947368,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,40,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,48639,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,1336,61,24319.5,34323.67027,48590,49,48639,24319.5,34323.67027,48590,49,0,0.0,0.0,0,0,0,0,0,0,60,0,61.67889965,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,3,65,0,0,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54391,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000,2000000,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,5368,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,95263,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,20,95263.0,0.0,95263,95263,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.49725497,10.49725497,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
44611,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,2,31,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48286,1,1,64,124,64,64,64.0,0.0,124,124,124.0,0.0,3893,41,48286.0,0.0,48286,48286,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.70993663,20.70993663,64,124,84.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,126.0,64.0,124.0,32,0,0,0,0,0,1,64,1,124,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23698,1,1,86,168,86,86,86.0,0.0,168,168,168.0,0.0,10718,84,23698.0,0.0,23698,23698,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.19765381,42.19765381,86,168,113.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,170.0,86.0,168.0,32,0,0,0,0,0,1,86,1,168,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,83209,5,4,442,2276,424,0,88.4,187.6240923,2264,0,569.0,1130.00354,32664,108,10401.125,14876.34983,32827,34,83175,20793.75,15868.89923,33768,282,50382,16794.0,27923.09927,49035,377,0,0,0,0,112,92,60.08965376,48.07172301,0,2264,271.8,712.3435189,507433.2889,0,0,0,1,0,0,0,0,0,302.0,88.4,569.0,112,0,0,0,0,0,5,442,4,2276,8192,237,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,175,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,1257142,22857,58.33333333,61.15826464,124,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,11428.57143,11428.57143,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,40,0,0,0,0,0,2,94,2,126,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8613,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,2,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,6000000,1000000,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,500000.0,500000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,16093,31,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5577353,8,6,381,4746,200,0,47.625,74.48477793,1546,0,791.0,771.2771227,919,2,429027.1538,1367800.068,4975203,1,5577353,796764.7143,1846261.391,4975203,1,273152,54630.4,74193.47255,141039,77,0,0,0,0,172,132,1.434372183,1.075779138,0,1546,341.8,599.5832124,359500.0286,0,0,0,1,0,0,0,0,0,366.2142857,47.625,791.0,172,0,0,0,0,0,8,381,6,4746,8192,780,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,242,2,2,64,242,32,32,32.0,0.0,121,121,121.0,0.0,1264462,16528,80.66666667,55.71654452,145,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,64,64,8264.46281,8264.46281,32,121,67.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,84.5,32.0,121.0,64,0,0,0,0,0,2,64,2,242,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4757131,12,9,2072,6476,1753,0,172.6666667,501.6670996,1645,0,719.5555556,745.1188011,1796,4,237856.55,892500.1108,4000747,12,4757131,432466.4545,1192189.098,4000759,174,4706203,588275.375,1393456.621,4000832,75,0,0,0,0,392,296,2.52252881,1.891896607,0,1753,388.5454545,651.2371178,424109.7835,0,0,0,1,0,0,0,0,0,407.047619,172.6666667,719.5555556,392,0,0,0,0,0,12,2072,9,6476,29200,264,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115110872,16,14,446,979,446,0,27.875,111.5,979,0,69.92857143,261.6487558,12,0,3969340.414,4979435.829,10200000,42,115000000,7674058.133,4424211.351,10200000,134,113000000,8660298.0,3836299.9,10200000,2917,0,0,0,0,520,456,0.138996428,0.121621874,0,979,45.96774194,190.7749955,36395.09892,0,0,0,1,0,0,0,0,0,47.5,27.875,69.92857143,520,0,0,0,0,0,16,446,14,979,29200,118,1,32,32780.63636,9949.32606,62777,29587,10200000.0,26919.48269,10200000,10100000,BENIGN
53,1052,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,104562,1901,1052.0,0.0,1052,1052,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,950.5703422,950.5703422,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,40,0,0,0,0,0,1,47,1,63,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,300,2,2,80,242,40,40,40.0,0.0,121,121,121.0,0.0,1073333,13333,100.0,169.7439248,296,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,6666.666667,6666.666667,40,121,72.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,90.5,40.0,121.0,64,0,0,0,0,0,2,80,2,242,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61600,2,2,54,174,27,27,27.0,0.0,87,87,87.0,0.0,3701,64,20533.33333,35560.44649,61595,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,32.46753247,32.46753247,27,87,51.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,63.75,27.0,87.0,64,0,0,0,0,0,2,54,2,174,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39191,52,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,38461,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,1,0,1,0,419,1906,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1189235,2,2,66,270,33,33,33.0,0.0,135,135,135.0,0.0,282,3,396411.6667,686599.0852,1189228,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,1.681753396,1.681753396,33,135,73.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,92.25,33.0,135.0,40,0,0,0,0,0,2,66,2,270,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115295781,34,30,713,23316,329,0,20.97058824,68.96968385,2836,0,777.2,776.7351388,208,0,1830091.762,3834082.75,10000000,1,115000000,3493811.545,4767193.598,10000000,1,111000000,3819568.034,4954104.102,10000000,2,0,0,0,0,1096,968,0.294893705,0.260200328,0,2836,369.6769231,648.3917871,420411.9096,0,0,0,1,0,0,0,0,0,375.453125,20.97058824,777.2,1096,0,0,0,0,0,34,713,30,23316,29200,357,4,32,59808.90909,77139.22841,292391,36196,10000000.0,3741.721964,10000000,9999303,BENIGN
80,218145,3,4,443,872,437,0,147.6666667,250.5879752,860,0,218.0,428.0093457,6028,32,36357.5,66949.67133,171034,4,194421,97210.5,104402.1949,171034,23387,194839,64946.33333,112191.6969,194494,4,0,0,0,0,72,92,13.7523207,18.33642761,0,860,164.375,319.4915324,102074.8393,0,0,0,1,0,0,0,0,1,187.8571429,147.6666667,218.0,72,0,0,0,0,0,3,443,4,872,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
