Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
59712,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,184,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,4200657,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,43,1,840131.4,1825072.187,4104710,4,4200657,1050164.25,2036748.054,4104710,4,0,0.0,0.0,0,0,1,0,0,0,100,20,1.190289995,0.238057999,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,5,135,1,46,256,748,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30469,1,1,41,128,41,41,41.0,0.0,128,128,128.0,0.0,5546,65,30469.0,0.0,30469,30469,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.82024353,32.82024353,41,128,70.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,105.0,41.0,128.0,20,0,0,0,0,0,1,41,1,128,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30561,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,4581,65,30561.0,0.0,30561,30561,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.72144236,32.72144236,56,84,65.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,32,0,0,0,0,0,1,56,1,84,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,30582,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,3531,65,30582.0,0.0,30582,30582,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.69897325,32.69897325,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,32,0,0,0,0,0,1,46,1,62,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,412025,15,16,1514,18865,365,0,100.9333333,164.8399512,2920,0,1179.0625,975.4424274,49460,75,13734.16667,31280.0455,158901,2,253124,18080.28571,23532.15367,77149,67,388999,25933.26667,57430.81911,210177,47,0,0,0,0,324,344,36.40555792,38.83259511,0,2920,636.84375,881.1707428,776461.878,0,0,0,1,0,0,0,0,1,657.3870968,100.9333333,1179.0625,324,0,0,0,0,0,15,1514,16,18865,8192,1047,13,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,50141,4,2,160,136,40,40,40.0,0.0,68,68,68.0,0.0,5903,119,10028.2,19490.23914,44639,3,44692,14897.33333,25757.04871,44639,4,3,3.0,0.0,3,3,0,0,0,0,80,40,79.7750344,39.8875172,40,68,48.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,56.0,40.0,68.0,80,0,0,0,0,0,4,160,2,136,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,48929,1,1,50,97,50,50,50.0,0.0,97,97,97.0,0.0,3004,40,48929.0,0.0,48929,48929,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20.43777719,20.43777719,50,97,65.66666667,27.13546265,736.3333333,0,0,0,0,0,0,0,0,1,98.5,50.0,97.0,20,0,0,0,0,0,1,50,1,97,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,23134,1,1,52,84,52,52,52.0,0.0,84,84,84.0,0.0,5878,86,23134.0,0.0,23134,23134,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,43.22641999,43.22641999,52,84,62.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,94.0,52.0,84.0,32,0,0,0,0,0,1,52,1,84,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,115890594,23,22,825,10183,365,0,35.86956522,85.05148406,1460,0,462.8636364,657.2739007,94,0,2633877.136,4376949.295,10000000,2,116000000,5267754.273,4992627.056,10000000,3,110000000,5259810.905,5118121.269,10000000,2,0,0,0,0,472,584,0.198463044,0.189834216,0,1460,239.3043478,501.9960544,252000.0386,0,0,0,1,0,0,0,0,0,244.6222222,35.86956522,462.8636364,472,0,0,0,0,0,23,825,22,10183,8192,980,22,20,41087.83333,61612.77862,236734,23142,9616461.417,1324253.011,10000000,5411402,BENIGN,
443,34,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,352941,58823,34.0,0.0,34,34,34,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0,0,0,40,0,58823.52941,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,415368,4,4,436,1782,424,0,109.0,210.0190468,1770,0,445.5,883.00453,5339,19,59338.28571,119844.8769,327152,70,88216,29405.33333,25352.77788,44375,133,371730,123910.0,177383.7333,327234,812,0,0,0,0,92,92,9.63001483,9.63001483,0,1770,246.4444444,588.0270213,345775.7778,0,0,0,1,0,0,0,0,1,277.25,109.0,445.5,92,0,0,0,0,0,4,436,4,1782,8192,946,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,117368570,22,17,757,3541,341,0,34.40909091,86.99406608,1448,0,208.2941176,470.9033559,36,0,3088646.579,4532616.991,10000000,4,117000000,5588979.524,4944149.802,10100000,4,113000000,7052445.688,4697781.821,10100000,214,0,0,0,0,712,552,0.187443708,0.144842866,0,1448,107.45,320.6053529,102787.7923,0,0,0,1,0,0,0,0,0,110.2051282,34.40909091,208.2941176,712,0,0,0,0,0,22,757,17,3541,29200,12,4,32,251768.8182,482806.785,1707486,106073,10000000.0,2571.27633,10000000,10000000,BENIGN,
50946,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,666666,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,2,0,0,0,370,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
56651,5,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0.0,0.0,16600000,600000,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,1,0,0,0,60,0,600000.0,0.0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43.0,27.66666667,0.0,60,0,0,0,0,0,3,83,0,0,123,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
54304,98630,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,182,50,24657.5,49273.67338,98568,1,98630,98630.0,0.0,98630,98630,5,2.5,2.121320344,4,1,0,0,0,0,64,60,20.27780594,30.41670891,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,2,0,3,18,59,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,417,1,1,55,55,55,55,55.0,0.0,55,55,55.0,0.0,263788,4796,417.0,0.0,417,417,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2398.081535,2398.081535,55,55,55.0,0.0,0.0,0,0,0,0,0,0,0,0,1,82.5,55.0,55.0,20,0,0,0,0,0,1,55,1,55,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,77705,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,77,25,77705.0,0.0,77705,77705,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12.86918474,12.86918474,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,181293,27,31,1282,48887,572,0,47.48148148,116.1608203,3162,0,1577.0,935.6203646,276728,319,3180.578947,7317.988458,31081,1,181293,6972.807692,10455.71976,31081,3,150591,5019.7,12112.01384,55151,1,0,0,0,0,552,632,148.9301848,170.9939159,0,3162,850.3220339,1026.445615,1053590.601,0,0,0,1,0,0,0,0,1,864.9827586,47.48148148,1577.0,552,0,0,0,0,0,27,1282,31,48887,8192,1016,26,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,15021392,6,7,926,5500,454,0,154.3333333,232.1324335,1460,0,785.7142857,734.7511402,427,0,1251782.667,3033236.056,9999131,111,5022261,1004452.2,1935366.274,4463556,514,14800000,2472636.5,4121984.15,9999242,207,0,0,0,0,132,152,0.399430359,0.466002086,0,1460,459.0,621.6225667,386414.6154,0,0,0,1,0,0,0,0,1,494.3076923,154.3333333,785.7142857,132,0,0,0,0,0,6,926,7,5500,8192,131,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,2807056,3,0,402,0,402,0,134.0,232.0948082,0,0,0.0,0.0,143,1,1403528.0,1984724.284,2806940,116,2807056,1403528.0,1984724.284,2806940,116,0,0.0,0.0,0,0,0,0,0,0,96,0,1.068735358,0.0,0,402,100.5,201.0,40401.0,0,0,0,0,1,0,0,0,0,134.0,134.0,0.0,96,0,0,0,0,0,3,402,0,0,65535,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,417052,3,4,555,911,555,0,185.0,320.4293994,911,0,227.75,455.5,3515,16,69508.66667,107137.3484,207853,4,208121,104060.5,146776.2759,207847,274,209262,69754.0,119885.0904,208184,4,0,0,0,0,108,136,7.193347592,9.591130123,0,911,183.25,352.4002392,124185.9286,0,0,0,1,0,0,0,0,1,209.4285714,185.0,227.75,108,0,0,0,0,0,3,555,4,911,65535,4935,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,47195,2,2,70,264,35,35,35.0,0.0,132,132,132.0,0.0,7077,84,15731.66667,27241.98378,47188,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,42.37737048,42.37737048,35,132,73.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,92.25,35.0,132.0,64,0,0,0,0,0,2,70,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,246518,8,9,317,13943,317,0,39.625,112.0764248,2896,0,1549.222222,1155.404451,57845,68,15407.375,41861.24262,122883,7,246368,35195.42857,59778.57939,122939,25,124112,15514.0,43417.63877,122967,7,0,0,0,0,264,296,32.45199134,36.50849025,0,2896,792.2222222,1113.655378,1240228.301,0,0,0,1,0,0,0,0,1,838.8235294,39.625,1549.222222,264,0,0,0,0,0,8,317,9,13943,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,47577,1,1,54,121,54,54,54.0,0.0,121,121,121.0,0.0,3678,42,47577.0,0.0,47577,47577,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,21.01855939,21.01855939,54,121,76.33333333,38.68246804,1496.333333,0,0,0,0,0,0,0,0,1,114.5,54.0,121.0,32,0,0,0,0,0,1,54,1,121,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,62023,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,5223,64,20674.33333,35802.93357,62016,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,32.24610225,32.24610225,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
3268,119349877,22,13,2986,6356,1305,0,135.7272727,379.2933507,2910,0,488.9230769,897.6077894,78,0,3510290.5,20500000.0,119000000,1,119000000,5683324.095,26000000.0,119000000,1,119000000,9945817.417,34400000.0,119000000,3,0,0,0,0,728,408,0.184331987,0.108923447,0,2910,259.5,627.4245999,393661.6286,0,0,0,1,0,0,0,0,0,266.9142857,135.7272727,488.9230769,728,0,0,0,0,0,22,2986,13,6356,65535,0,10,32,16219.0,0.0,16219,16219,119000000.0,0.0,119000000,119000000,BENIGN,
443,165262,7,10,514,4102,190,0,73.42857143,88.26259522,1410,0,410.2,585.4502161,27931,102,10328.875,15584.50433,35333,2,130053,21675.5,17049.91672,37176,316,130141,14460.11111,21864.48884,55263,2,0,0,0,0,152,212,42.35698467,60.5099781,0,1410,256.4444444,464.5139423,215773.2026,0,0,0,1,0,0,0,0,1,271.5294118,73.42857143,410.2,152,0,0,0,0,0,7,514,10,4102,8192,119,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,262,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,641221,15267,87.33333333,111.3388222,213,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,40,40,7633.587786,7633.587786,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,40,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,5187784,8,6,602,2794,342,0,75.25,125.5283121,1451,0,465.6666667,667.0207393,654,2,399060.3077,1374320.235,4971718,4,5187784,741112.0,1866244.897,4971718,4,192986,38597.2,50920.09576,123352,173,0,0,0,0,184,128,1.54208425,1.156563188,0,1451,226.4,456.1017744,208028.8286,0,0,0,1,0,0,0,0,0,242.5714286,75.25,465.6666667,184,0,0,0,0,0,8,602,6,2794,8192,11256,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,117905165,15,16,1080,7825,430,0,72.0,116.8741692,1589,0,489.0625,648.858944,75,0,3930172.167,14900000.0,58900000,2,118000000,8421797.5,21300000.0,58900000,36,118000000,7855424.6,20600000.0,59000000,2,0,0,0,0,312,332,0.12722089,0.135702282,0,1589,278.28125,505.8714126,255905.8861,0,0,0,1,0,0,0,0,1,287.2580645,72.0,489.0625,312,0,0,0,0,0,15,1080,16,7825,8192,292,14,20,303229.5,324565.5481,532732,73727,58600000.0,460635.5202,58900000,58300000,BENIGN,
443,159,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,75471,12578,159.0,0.0,159,159,159,159.0,0.0,159,159,0,0.0,0.0,0,0,0,0,0,0,40,0,12578.61635,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,59961,1,1,42,122,42,42,42.0,0.0,122,122,122.0,0.0,2735,33,59961.0,0.0,59961,59961,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.67750705,16.67750705,42,122,68.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,103.0,42.0,122.0,20,0,0,0,0,0,1,42,1,122,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,109363,1,1,42,133,42,42,42.0,0.0,133,133,133.0,0.0,1600,18,109363.0,0.0,109363,109363,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,9.143860355,9.143860355,42,133,72.33333333,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1,108.5,42.0,133.0,32,0,0,0,0,0,1,42,1,133,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,67255,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,6601,59,22418.33333,38823.63018,67248,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,29.73756598,29.73756598,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,64,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
8080,8994654,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,4497327.0,2118332.11,5995214,2999440,8994654,4497327.0,2118332.11,5995214,2999440,0,0.0,0.0,0,0,0,0,0,0,92,0,0.333531451,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,0,0,3,0,0,0,8192,-1,0,28,2999440.0,0.0,2999440,2999440,5995214.0,0.0,5995214,5995214,BENIGN,
56941,5,3,0,253,0,216,6,84.33333333,114.7097787,0,0,0.0,0.0,50600000,600000,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,1,0,0,0,60,0,600000.0,0.0,6,216,117.25,114.4825314,13106.25,0,1,0,0,1,0,0,0,0,156.3333333,84.33333333,0.0,60,0,0,0,0,0,3,253,0,0,31,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
10234,24,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,500000,83333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41666.66667,41666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,1,6,1,6,351,16560,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,346606,1,1,57,153,57,57,57.0,0.0,153,153,153.0,0.0,605,5,346606.0,0.0,346606,346606,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,44,2.885120281,2.885120281,57,153,89.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,133.5,57.0,153.0,32,0,0,0,0,0,1,57,1,153,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,125632,1,1,53,163,53,53,53.0,0.0,163,163,163.0,0.0,1719,15,125632.0,0.0,125632,125632,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,7.959755476,7.959755476,53,163,89.66666667,63.50852961,4033.333333,0,0,0,0,0,0,0,0,1,134.5,53.0,163.0,32,0,0,0,0,0,1,53,1,163,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,5679134,9,5,371,3170,190,0,41.22222222,68.72731949,1460,0,634.0,760.2710043,623,2,436856.4615,1330209.128,4848696,1,5679134,709891.75,1677896.062,4848696,3,530473,132618.25,153066.1885,270731,1,0,0,0,0,204,112,1.584748661,0.880415923,0,1460,236.0666667,502.7777792,252785.4952,0,0,0,1,0,0,0,0,0,252.9285714,41.22222222,634.0,204,0,0,0,0,0,9,371,5,3170,8192,31,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,115840636,20,16,1476,594,841,0,73.8,214.4971108,426,0,37.125,111.8474407,17,0,3309732.457,4682110.225,10000000,3,116000000,6096875.579,4888467.807,10100000,3,111000000,7374667.267,4589115.997,10100000,327,0,0,0,0,648,520,0.172650986,0.138120789,0,841,55.94594595,172.9636998,29916.44144,0,0,0,1,0,0,0,0,0,57.5,73.8,37.125,648,0,0,0,0,0,20,1476,16,594,29200,362,4,32,46969.33333,36822.75884,163897,36183,9606416.75,1392699.621,10000000,5184292,BENIGN,
80,417248,3,4,583,909,583,0,194.3333333,336.5952069,909,0,227.25,454.5,3575,16,69541.33333,106999.9854,207732,4,208345,104172.5,146602.3276,207836,509,209516,69838.66667,119855.5672,208234,4,0,0,0,0,108,136,7.189968556,9.586624741,0,909,186.5,356.1524553,126844.5714,0,0,0,1,0,0,0,0,1,213.1428571,194.3333333,227.25,108,0,0,0,0,0,3,583,4,909,65535,4963,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
443,10160332,8,11,8642,5865,5840,0,1080.25,2100.387498,3149,2,533.1818182,993.107428,1427,1,564462.8889,2342417.73,9950163,1,210168,30024.0,32026.15646,93147,275,10100000,1012760.5,3157994.311,10000000,1,0,0,0,0,172,224,0.787375846,1.082641788,0,5840,725.35,1498.841597,2246526.134,0,0,0,1,0,0,0,0,1,763.5263158,1080.25,533.1818182,172,0,0,0,0,0,8,8642,11,5865,8192,46720,7,20,210168.0,0.0,210168,210168,9950163.0,0.0,9950163,9950163,BENIGN,
443,3365493,5,6,279,188,216,0,55.8,91.87056112,137,2,31.33333333,52.8229748,138,3,336549.3,924953.1124,2962754,4,243918,60979.5,70071.64293,121942,273,3244193,648838.6,1295476.095,2962754,4,0,0,0,0,120,124,1.485666439,1.782799727,0,216,38.91666667,68.08879007,4636.083333,0,0,0,1,0,0,0,0,1,42.45454545,55.8,31.33333333,120,0,0,0,0,0,5,279,6,188,29200,30016,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,22249865,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,0,0,22200000.0,0.0,22200000,22200000,22200000,22200000.0,0.0,22200000,22200000,0,0.0,0.0,0,0,0,0,0,0,40,0,0.089888186,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,587,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,5110,293.5,410.8290399,584,3,587,293.5,410.8290399,584,3,0,0.0,0.0,0,0,0,0,0,0,96,0,5110.732538,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,3,0,0,0,65535,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
53,1023949,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,107,1,1023949.0,0.0,1023949,1023949,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,0.97661114,0.97661114,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
80,47292432,12,16,946,8937,579,0,78.83333333,180.6447208,1460,0,558.5625,721.9785748,208,0,1751571.556,3682535.402,10000000,1,41300000,3758718.091,4957370.493,10000000,225,47300000,3151819.067,4543847.175,10000000,1,0,0,0,0,252,380,0.253740387,0.338320516,0,1460,340.7931034,593.9018906,352719.4557,0,0,0,1,0,0,0,0,1,352.9642857,78.83333333,558.5625,252,0,0,0,0,0,12,946,16,8937,8192,31,11,20,351020.0,671733.343,1358620,14992,9985454.75,33446.35508,10000000,9935303,BENIGN,
443,365804,6,6,787,469,508,0,131.1666667,202.0716869,287,2,78.16666667,114.4681906,3433,32,33254.90909,56409.02565,121423,3,243040,48608.0,66329.13738,121735,113,245057,49011.4,66223.58402,121846,3,0,0,0,0,140,124,16.40222633,16.40222633,0,508,96.61538462,154.978245,24018.25641,0,0,0,1,0,0,0,0,1,104.6666667,131.1666667,78.16666667,140,0,0,0,0,0,6,787,6,469,29200,31088,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
123,67925871,6,6,288,288,48,48,48.0,0.0,48,48,48.0,0.0,8,0,6175079.18181818,19838594.9826796,65969336,132,67897415,13579483.0,29312888.1794499,65997738,28488,67897413,13579482.6,29312921.670274,65997792,28345,0,0,0,0,168,168,0.0883315872,0.0883315872,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,52.0,48.0,48.0,168,0,0,0,0,0,6,288,6,288,-1,-1,5,20,1928079.0,0.0,1928079,1928079,65969336.0,0.0,65969336,65969336,BENIGN,
80,116565995,20,16,1305,2238,435,0,65.25,159.3611836116,746,0,139.875,300.7222140115,30,0,3330457.0,4733444.32478176,10203176,17,116565995,6135052.36842105,4958736.68858463,10240064,36982,113752704,7583513.6,4535943.75446077,10240168,20290,0,0,0,0,648,520,0.1715766249,0.1372612999,0,746,95.7567567568,229.6105888728,52721.0225225225,0,0,0,1,0,0,0,0,0,98.4166666667,65.25,139.875,648,0,0,0,0,0,20,1305,16,2238,29200,357,3,32,153662.818181818,387246.189133171,1321254,36834,10187498.0,51844.177364483,10203176,10031182,BENIGN,
443,115304412,25,26,917,19995,443,0,36.68,95.5203817692,4380,0,769.0384615385,1104.1288504797,181,0,2306088.24,4189210.83317826,10085869,7,115304412,4804350.5,5007671.64551918,10085869,11,110428223,4417128.92,5081212.73515631,10108811,48,0,0,0,0,512,664,0.2168173756,0.2254900706,0,4380,402.1538461538,859.7447269249,739160.995475114,0,0,0,1,0,0,0,0,1,410.0392156863,36.68,769.0384615385,512,0,0,0,0,0,25,917,26,19995,8192,980,24,20,28585.5454545455,17425.8616163657,81016,22895,10010266.0,25503.2796400774,10085869,9999615,BENIGN,
80,268723,4,5,428,2266,428,0,107.0,214.0,1448,0,453.2,659.3323896185,10025,33,33590.375,69683.289330959,202180,1,268667,89555.6666666667,97536.7025807892,202180,32766,236146,59036.5,117446.092534689,235205,1,0,0,0,0,136,168,14.8852163752,18.606520469,0,1448,269.4,497.0187119214,247027.6,0,0,0,1,0,0,0,0,1,299.3333333333,107.0,453.2,136,0,0,0,0,0,4,428,5,2266,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
39790,831,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,37304,3610,415.5,518.3092706097,782,49,831,415.5,518.3092706097,782,49,0,0.0,0.0,0,0,0,0,0,0,96,0,3610.1083032491,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,96,0,0,0,0,0,3,31,0,0,939,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,
